Dataset	Genome_ID	n_16S	n_tRNA	total_genes	n_MCP	n_transporter	n_transfact	n_osmostress	n_SMBC	accessions
Diamond et al. 2019	GCA_003222065.1_ASM322206v1_genomic	0	33	3693	1	46	123	0	0	GCA_003222065.1
Diamond et al. 2019	GCA_003220905.1_ASM322090v1_genomic	0	25	2652	0	33	77	0	1	GCA_003220905.1
Diamond et al. 2019	GCA_003222465.1_ASM322246v1_genomic	0	52	6349	0	79	216	2	6	GCA_003222465.1
Diamond et al. 2019	GCA_003224015.1_ASM322401v1_genomic	1	42	5546	0	69	204	1	9	GCA_003224015.1
Diamond et al. 2019	GCA_003221175.1_ASM322117v1_genomic	0	39	3376	0	42	90	0	6	GCA_003221175.1
Diamond et al. 2019	GCA_003218935.1_ASM321893v1_genomic	0	27	3623	0	45	101	0	5	GCA_003218935.1
Diamond et al. 2019	GCA_003218995.1_ASM321899v1_genomic	0	40	2742	0	34	53	0	4	GCA_003218995.1
Diamond et al. 2019	GCA_003223245.1_ASM322324v1_genomic	1	50	5567	0	69	241	0	8	GCA_003223245.1
Diamond et al. 2019	GCA_003221895.1_ASM322189v1_genomic	0	50	3550	0	44	108	0	2	GCA_003221895.1
Diamond et al. 2019	GCA_003219585.1_ASM321958v1_genomic	0	32	2343	0	29	61	0	4	GCA_003219585.1
Diamond et al. 2019	GCA_003223375.1_ASM322337v1_genomic	0	29	2515	0	31	90	0	1	GCA_003223375.1
Diamond et al. 2019	GCA_003222195.1_ASM322219v1_genomic	0	53	3256	0	40	102	0	1	GCA_003222195.1
Diamond et al. 2019	GCA_003223715.1_ASM322371v1_genomic	0	49	6191	0	76	214	2	6	GCA_003223715.1
Diamond et al. 2019	GCA_003221235.1_ASM322123v1_genomic	0	29	2609	0	32	52	0	2	GCA_003221235.1
Diamond et al. 2019	GCA_003224475.1_ASM322447v1_genomic	0	44	7189	0	88	299	0	5	GCA_003224475.1
Diamond et al. 2019	GCA_003221875.1_ASM322187v1_genomic	0	24	2698	0	33	82	0	1	GCA_003221875.1
Diamond et al. 2019	GCA_003221045.1_ASM322104v1_genomic	0	32	2867	1	35	85	1	1	GCA_003221045.1
Diamond et al. 2019	GCA_003225615.1_ASM322561v1_genomic	0	30	4262	0	52	152	0	4	GCA_003225615.1
Diamond et al. 2019	GCA_003223495.1_ASM322349v1_genomic	0	40	3205	2	39	94	0	1	GCA_003223495.1
Diamond et al. 2019	GCA_003219945.1_ASM321994v1_genomic	0	23	2466	0	30	62	0	4	GCA_003219945.1
Diamond et al. 2019	GCA_003218615.1_ASM321861v1_genomic	0	45	2384	0	29	58	0	4	GCA_003218615.1
Diamond et al. 2019	GCA_003224235.1_ASM322423v1_genomic	1	47	4033	0	49	149	0	7	GCA_003224235.1
Diamond et al. 2019	GCA_003217895.1_ASM321789v1_genomic	0	40	2799	0	34	61	0	4	GCA_003217895.1
Diamond et al. 2019	GCA_003221315.1_ASM322131v1_genomic	0	52	4370	0	53	111	0	5	GCA_003221315.1
Diamond et al. 2019	GCA_003219005.1_ASM321900v1_genomic	0	43	2721	0	33	52	0	4	GCA_003219005.1
Diamond et al. 2019	GCA_003220005.1_ASM322000v1_genomic	0	39	2641	0	32	67	0	3	GCA_003220005.1
Diamond et al. 2019	GCA_003221255.1_ASM322125v1_genomic	0	31	2316	0	28	63	0	4	GCA_003221255.1
Diamond et al. 2019	GCA_003221145.1_ASM322114v1_genomic	0	34	2235	0	27	68	0	3	GCA_003221145.1
Diamond et al. 2019	GCA_003224135.1_ASM322413v1_genomic	0	30	4555	0	55	180	2	6	GCA_003224135.1
Diamond et al. 2019	GCA_003225295.1_ASM322529v1_genomic	1	49	7209	0	87	306	0	7	GCA_003225295.1
Diamond et al. 2019	GCA_003219465.1_ASM321946v1_genomic	0	51	4310	0	52	124	0	5	GCA_003219465.1
Diamond et al. 2019	GCA_003218835.1_ASM321883v1_genomic	0	19	1579	0	19	44	0	3	GCA_003218835.1
Diamond et al. 2019	GCA_003225455.1_ASM322545v1_genomic	0	45	4911	0	59	181	0	8	GCA_003225455.1
Diamond et al. 2019	GCA_003223835.1_ASM322383v1_genomic	0	37	5161	0	62	194	0	3	GCA_003223835.1
Diamond et al. 2019	GCA_003218035.1_ASM321803v1_genomic	0	46	3753	0	45	99	0	4	GCA_003218035.1
Diamond et al. 2019	GCA_003224635.1_ASM322463v1_genomic	0	38	3925	0	47	130	1	4	GCA_003224635.1
Diamond et al. 2019	GCA_003222575.1_ASM322257v1_genomic	0	39	5512	0	66	200	1	4	GCA_003222575.1
Diamond et al. 2019	GCA_003222595.1_ASM322259v1_genomic	0	37	5430	0	65	178	1	6	GCA_003222595.1
Diamond et al. 2019	GCA_003223775.1_ASM322377v1_genomic	0	30	5023	0	60	149	1	3	GCA_003223775.1
Diamond et al. 2019	GCA_003222395.1_ASM322239v1_genomic	0	52	6716	0	80	245	2	10	GCA_003222395.1
Diamond et al. 2019	GCA_003224105.1_ASM322410v1_genomic	0	45	4791	0	57	181	0	4	GCA_003224105.1
Diamond et al. 2019	GCA_003225535.1_ASM322553v1_genomic	0	38	6566	0	78	245	0	5	GCA_003225535.1
Diamond et al. 2019	GCA_003220755.1_ASM322075v1_genomic	0	49	4125	1	49	135	0	2	GCA_003220755.1
Diamond et al. 2019	GCA_003218135.1_ASM321813v1_genomic	0	41	2779	0	33	72	0	4	GCA_003218135.1
Diamond et al. 2019	GCA_003218395.1_ASM321839v1_genomic	0	46	3201	0	38	78	0	5	GCA_003218395.1
Diamond et al. 2019	GCA_003225275.1_ASM322527v1_genomic	0	37	5905	1	70	217	0	4	GCA_003225275.1
Diamond et al. 2019	GCA_003224085.1_ASM322408v1_genomic	1	49	6009	0	71	268	0	7	GCA_003224085.1
Diamond et al. 2019	GCA_003218015.1_ASM321801v1_genomic	0	40	2116	0	25	57	0	3	GCA_003218015.1
Diamond et al. 2019	GCA_003218675.1_ASM321867v1_genomic	0	40	2796	0	33	50	0	2	GCA_003218675.1
Diamond et al. 2019	GCA_003221765.1_ASM322176v1_genomic	0	36	2805	0	33	78	0	0	GCA_003221765.1
Diamond et al. 2019	GCA_003224895.1_ASM322489v1_genomic	0	43	4687	1	55	173	0	8	GCA_003224895.1
Diamond et al. 2019	GCA_003219265.1_ASM321926v1_genomic	0	38	2132	0	25	50	0	3	GCA_003219265.1
Diamond et al. 2019	GCA_003225565.1_ASM322556v1_genomic	0	35	4362	0	51	150	0	4	GCA_003225565.1
Diamond et al. 2019	GCA_003225435.1_ASM322543v1_genomic	0	40	4451	0	52	142	0	2	GCA_003225435.1
Diamond et al. 2019	GCA_003225335.1_ASM322533v1_genomic	1	42	6256	0	73	220	2	11	GCA_003225335.1
Diamond et al. 2019	GCA_003217875.1_ASM321787v1_genomic	0	35	2573	0	30	69	0	4	GCA_003217875.1
Diamond et al. 2019	GCA_003219115.1_ASM321911v1_genomic	0	30	2745	0	32	72	0	4	GCA_003219115.1
Diamond et al. 2019	GCA_003220985.1_ASM322098v1_genomic	0	47	3261	1	38	102	0	0	GCA_003220985.1
Diamond et al. 2019	GCA_003221725.1_ASM322172v1_genomic	0	38	2489	0	29	82	0	1	GCA_003221725.1
Diamond et al. 2019	GCA_003223415.1_ASM322341v1_genomic	0	60	3351	0	39	109	0	2	GCA_003223415.1
Diamond et al. 2019	GCA_003220935.1_ASM322093v1_genomic	0	52	3783	0	44	129	0	2	GCA_003220935.1
Diamond et al. 2019	GCA_003218255.1_ASM321825v1_genomic	0	40	3020	0	35	71	0	5	GCA_003218255.1
Diamond et al. 2019	GCA_003225255.1_ASM322525v1_genomic	0	45	6743	0	78	290	0	8	GCA_003225255.1
Diamond et al. 2019	GCA_003223645.1_ASM322364v1_genomic	0	58	5534	0	64	246	0	7	GCA_003223645.1
Diamond et al. 2019	GCA_003218535.1_ASM321853v1_genomic	0	44	2856	0	33	71	0	4	GCA_003218535.1
Diamond et al. 2019	GCA_003220155.1_ASM322015v1_genomic	0	38	3462	0	40	88	0	5	GCA_003220155.1
Diamond et al. 2019	GCA_003223255.1_ASM322325v1_genomic	0	39	6348	0	73	227	0	8	GCA_003223255.1
Diamond et al. 2019	GCA_003223215.1_ASM322321v1_genomic	1	55	7916	0	91	364	0	7	GCA_003223215.1
Diamond et al. 2019	GCA_003223075.1_ASM322307v1_genomic	0	55	7667	0	88	252	1	9	GCA_003223075.1
Diamond et al. 2019	GCA_003218945.1_ASM321894v1_genomic	0	34	2882	0	33	80	0	4	GCA_003218945.1
Diamond et al. 2019	GCA_003223785.1_ASM322378v1_genomic	0	38	5954	0	68	187	2	5	GCA_003223785.1
Diamond et al. 2019	GCA_003218475.1_ASM321847v1_genomic	0	45	3246	0	37	85	0	5	GCA_003218475.1
Diamond et al. 2019	GCA_003221005.1_ASM322100v1_genomic	0	51	2726	0	31	69	0	1	GCA_003221005.1
Diamond et al. 2019	GCA_003225655.1_ASM322565v1_genomic	0	39	4135	0	47	129	0	4	GCA_003225655.1
Diamond et al. 2019	GCA_003222655.1_ASM322265v1_genomic	0	28	4400	0	50	151	1	3	GCA_003222655.1
Diamond et al. 2019	GCA_003220035.1_ASM322003v1_genomic	0	36	3263	0	37	86	0	4	GCA_003220035.1
Diamond et al. 2019	GCA_003223115.1_ASM322311v1_genomic	0	53	9002	0	102	326	2	4	GCA_003223115.1
Diamond et al. 2019	GCA_003218495.1_ASM321849v1_genomic	0	36	2838	0	32	65	0	3	GCA_003218495.1
Diamond et al. 2019	GCA_003221975.1_ASM322197v1_genomic	0	27	2661	3	30	67	0	1	GCA_003221975.1
Diamond et al. 2019	GCA_003220955.1_ASM322095v1_genomic	0	33	2750	2	31	83	0	0	GCA_003220955.1
Diamond et al. 2019	GCA_003223025.1_ASM322302v1_genomic	1	48	3726	0	42	120	0	4	GCA_003223025.1
Diamond et al. 2019	GCA_003221885.1_ASM322188v1_genomic	0	55	4085	0	46	129	0	2	GCA_003221885.1
Diamond et al. 2019	GCA_003225235.1_ASM322523v1_genomic	0	33	5869	0	66	222	0	6	GCA_003225235.1
Diamond et al. 2019	GCA_003224575.1_ASM322457v1_genomic	0	30	5523	0	62	124	3	11	GCA_003224575.1
Diamond et al. 2019	GCA_003221825.1_ASM322182v1_genomic	0	41	2852	2	32	81	0	0	GCA_003221825.1
Diamond et al. 2019	GCA_003225365.1_ASM322536v1_genomic	1	48	4635	0	52	167	2	4	GCA_003225365.1
Diamond et al. 2019	GCA_003223735.1_ASM322373v1_genomic	0	39	5894	0	66	184	2	4	GCA_003223735.1
Diamond et al. 2019	GCA_003219835.1_ASM321983v1_genomic	0	44	2772	0	31	75	0	5	GCA_003219835.1
Diamond et al. 2019	GCA_003223135.1_ASM322313v1_genomic	1	44	3220	1	36	103	1	6	GCA_003223135.1
Diamond et al. 2019	GCA_003225415.1_ASM322541v1_genomic	0	19	2777	0	31	91	0	5	GCA_003225415.1
Diamond et al. 2019	GCA_003223695.1_ASM322369v1_genomic	0	36	4121	1	46	139	0	2	GCA_003223695.1
Diamond et al. 2019	GCA_003218575.1_ASM321857v1_genomic	0	30	2241	0	25	44	0	3	GCA_003218575.1
Diamond et al. 2019	GCA_003223225.1_ASM322322v1_genomic	0	46	7446	0	83	320	0	7	GCA_003223225.1
Diamond et al. 2019	GCA_003218815.1_ASM321881v1_genomic	0	29	1892	0	21	36	0	2	GCA_003218815.1
Diamond et al. 2019	GCA_003222435.1_ASM322243v1_genomic	0	39	6055	0	67	191	2	4	GCA_003222435.1
Diamond et al. 2019	GCA_003220975.1_ASM322097v1_genomic	0	32	2897	2	32	87	0	2	GCA_003220975.1
Diamond et al. 2019	GCA_003218515.1_ASM321851v1_genomic	0	59	5251	0	58	153	0	7	GCA_003218515.1
Diamond et al. 2019	GCA_003222975.1_ASM322297v1_genomic	0	73	4021	0	44	179	2	4	GCA_003222975.1
Diamond et al. 2019	GCA_003221295.1_ASM322129v1_genomic	0	41	3016	0	33	91	0	5	GCA_003221295.1
Diamond et al. 2019	GCA_003222505.1_ASM322250v1_genomic	0	42	6357	1	69	198	1	5	GCA_003222505.1
Diamond et al. 2019	GCA_003217965.1_ASM321796v1_genomic	0	33	2765	0	30	70	0	4	GCA_003217965.1
Diamond et al. 2019	GCA_003221405.1_ASM322140v1_genomic	1	23	2033	0	22	59	0	2	GCA_003221405.1
Diamond et al. 2019	GCA_003218305.1_ASM321830v1_genomic	1	45	3517	0	38	98	0	5	GCA_003218305.1
Diamond et al. 2019	GCA_003218685.1_ASM321868v1_genomic	0	41	2781	0	30	72	0	4	GCA_003218685.1
Diamond et al. 2019	GCA_003223065.1_ASM322306v1_genomic	0	66	5749	0	62	186	0	5	GCA_003223065.1
Diamond et al. 2019	GCA_003217835.1_ASM321783v1_genomic	0	31	1858	0	20	50	0	5	GCA_003217835.1
Diamond et al. 2019	GCA_003223345.1_ASM322334v1_genomic	1	34	3908	0	42	136	0	5	GCA_003223345.1
Diamond et al. 2019	GCA_003219435.1_ASM321943v1_genomic	0	33	2887	0	31	67	0	5	GCA_003219435.1
Diamond et al. 2019	GCA_003218755.1_ASM321875v1_genomic	0	44	2797	0	30	68	0	3	GCA_003218755.1
Diamond et al. 2019	GCA_003222235.1_ASM322223v1_genomic	0	37	3916	1	42	119	0	0	GCA_003222235.1
Diamond et al. 2019	GCA_003219155.1_ASM321915v1_genomic	0	26	2621	0	28	65	0	3	GCA_003219155.1
Diamond et al. 2019	GCA_003224175.1_ASM322417v1_genomic	0	52	5524	0	59	210	0	3	GCA_003224175.1
Diamond et al. 2019	GCA_003225035.1_ASM322503v1_genomic	0	21	3190	0	34	108	0	4	GCA_003225035.1
Diamond et al. 2019	GCA_003222635.1_ASM322263v1_genomic	0	43	5453	0	58	164	1	7	GCA_003222635.1
Diamond et al. 2019	GCA_003224695.1_ASM322469v1_genomic	0	45	4514	0	48	139	1	2	GCA_003224695.1
Diamond et al. 2019	GCA_003219215.1_ASM321921v1_genomic	0	39	2352	0	25	60	0	5	GCA_003219215.1
Diamond et al. 2019	GCA_003219695.1_ASM321969v1_genomic	0	43	3204	0	34	82	0	5	GCA_003219695.1
Diamond et al. 2019	GCA_003218375.1_ASM321837v1_genomic	1	48	3687	0	39	98	0	5	GCA_003218375.1
Diamond et al. 2019	GCA_003224725.1_ASM322472v1_genomic	0	32	6145	0	65	210	2	5	GCA_003224725.1
Diamond et al. 2019	GCA_003218735.1_ASM321873v1_genomic	0	26	1706	0	18	38	0	3	GCA_003218735.1
Diamond et al. 2019	GCA_003224195.1_ASM322419v1_genomic	1	42	3602	0	38	115	1	7	GCA_003224195.1
Diamond et al. 2019	GCA_003221335.1_ASM322133v1_genomic	0	31	2371	0	25	49	0	5	GCA_003221335.1
Diamond et al. 2019	GCA_003222675.1_ASM322267v1_genomic	0	54	6287	0	66	264	3	4	GCA_003222675.1
Diamond et al. 2019	GCA_003221755.1_ASM322175v1_genomic	0	55	2859	0	30	82	0	1	GCA_003221755.1
Diamond et al. 2019	GCA_003222535.1_ASM322253v1_genomic	0	51	6869	0	72	224	1	5	GCA_003222535.1
Diamond et al. 2019	GCA_003224665.1_ASM322466v1_genomic	1	30	3055	0	32	99	0	2	GCA_003224665.1
Diamond et al. 2019	GCA_003224755.1_ASM322475v1_genomic	0	80	5731	1	60	215	0	4	GCA_003224755.1
Diamond et al. 2019	GCA_003222455.1_ASM322245v1_genomic	0	39	5548	0	58	186	1	5	GCA_003222455.1
Diamond et al. 2019	GCA_003218115.1_ASM321811v1_genomic	0	32	2488	0	26	52	0	3	GCA_003218115.1
Diamond et al. 2019	GCA_003221375.1_ASM322137v1_genomic	0	25	2394	0	25	57	0	2	GCA_003221375.1
Diamond et al. 2019	GCA_003218605.1_ASM321860v1_genomic	0	35	2108	0	22	35	0	2	GCA_003218605.1
Diamond et al. 2019	GCA_003220085.1_ASM322008v1_genomic	0	36	2112	0	22	55	0	3	GCA_003220085.1
Diamond et al. 2019	GCA_003217805.1_ASM321780v1_genomic	0	25	2025	0	21	49	0	4	GCA_003217805.1
Diamond et al. 2019	GCA_003223635.1_ASM322363v1_genomic	0	43	3679	0	38	121	0	1	GCA_003223635.1
Diamond et al. 2019	GCA_003224585.1_ASM322458v1_genomic	0	41	4653	0	48	154	1	8	GCA_003224585.1
Diamond et al. 2019	GCA_003218075.1_ASM321807v1_genomic	0	24	2526	0	26	67	0	3	GCA_003218075.1
Diamond et al. 2019	GCA_003219395.1_ASM321939v1_genomic	0	29	3109	0	32	71	0	6	GCA_003219395.1
Diamond et al. 2019	GCA_003219055.1_ASM321905v1_genomic	0	23	1853	0	19	42	0	2	GCA_003219055.1
Diamond et al. 2019	GCA_003221095.1_ASM322109v1_genomic	0	26	3026	0	31	74	0	3	GCA_003221095.1
Diamond et al. 2019	GCA_003223145.1_ASM322314v1_genomic	0	42	3543	1	36	105	1	9	GCA_003223145.1
Diamond et al. 2019	GCA_003218235.1_ASM321823v1_genomic	0	41	2859	0	29	62	0	4	GCA_003218235.1
Diamond et al. 2019	GCA_003223935.1_ASM322393v1_genomic	0	82	4440	0	45	184	0	10	GCA_003223935.1
Diamond et al. 2019	GCA_003219675.1_ASM321967v1_genomic	0	31	4371	0	44	120	0	6	GCA_003219675.1
Diamond et al. 2019	GCA_003223755.1_ASM322375v1_genomic	0	49	6985	0	70	206	1	4	GCA_003223755.1
Diamond et al. 2019	GCA_003222895.1_ASM322289v1_genomic	0	58	4296	0	43	146	1	10	GCA_003222895.1
Diamond et al. 2019	GCA_003222815.1_ASM322281v1_genomic	0	38	5540	0	55	169	0	5	GCA_003222815.1
Diamond et al. 2019	GCA_003219845.1_ASM321984v1_genomic	0	28	2425	0	24	47	0	3	GCA_003219845.1
Diamond et al. 2019	GCA_003222765.1_ASM322276v1_genomic	0	36	5966	0	59	160	0	6	GCA_003222765.1
Diamond et al. 2019	GCA_003224555.1_ASM322455v1_genomic	0	38	6194	0	61	200	2	7	GCA_003224555.1
Diamond et al. 2019	GCA_003219305.1_ASM321930v1_genomic	0	41	2346	0	23	62	0	4	GCA_003219305.1
Diamond et al. 2019	GCA_003224615.1_ASM322461v1_genomic	0	24	4182	0	41	137	0	6	GCA_003224615.1
Diamond et al. 2019	GCA_003224655.1_ASM322465v1_genomic	0	61	4697	0	46	134	0	4	GCA_003224655.1
Diamond et al. 2019	GCA_003220135.1_ASM322013v1_genomic	0	37	3276	0	32	90	0	4	GCA_003220135.1
Diamond et al. 2019	GCA_003218595.1_ASM321859v1_genomic	0	35	2175	0	21	43	0	7	GCA_003218595.1
Diamond et al. 2019	GCA_003223875.1_ASM322387v1_genomic	0	44	6115	0	59	185	0	7	GCA_003223875.1
Diamond et al. 2019	GCA_003222845.1_ASM322284v1_genomic	0	51	5625	0	54	183	0	6	GCA_003222845.1
Diamond et al. 2019	GCA_003224935.1_ASM322493v1_genomic	0	26	4428	0	42	167	0	9	GCA_003224935.1
Diamond et al. 2019	GCA_003222735.1_ASM322273v1_genomic	0	16	3381	0	32	98	0	2	GCA_003222735.1
Diamond et al. 2019	GCA_003224775.1_ASM322477v1_genomic	0	99	8670	1	82	318	0	10	GCA_003224775.1
Diamond et al. 2019	GCA_003221355.1_ASM322135v1_genomic	0	38	2857	0	27	72	0	5	GCA_003221355.1
Diamond et al. 2019	GCA_003224715.1_ASM322471v1_genomic	1	35	6145	0	58	185	0	10	GCA_003224715.1
Diamond et al. 2019	GCA_003223045.1_ASM322304v1_genomic	0	55	4348	0	41	162	1	8	GCA_003223045.1
Diamond et al. 2019	GCA_003219345.1_ASM321934v1_genomic	0	73	5445	0	51	184	0	8	GCA_003219345.1
Diamond et al. 2019	GCA_003223915.1_ASM322391v1_genomic	0	24	4379	0	41	151	0	4	GCA_003223915.1
Diamond et al. 2019	GCA_003222385.1_ASM322238v1_genomic	0	46	3427	0	32	104	2	0	GCA_003222385.1
Diamond et al. 2019	GCA_003219075.1_ASM321907v1_genomic	0	39	2488	0	23	61	0	6	GCA_003219075.1
Diamond et al. 2019	GCA_003219765.1_ASM321976v1_genomic	0	42	2710	0	25	57	0	3	GCA_003219765.1
Diamond et al. 2019	GCA_003219225.1_ASM321922v1_genomic	0	33	2283	0	21	37	0	3	GCA_003219225.1
Diamond et al. 2019	GCA_003217795.1_ASM321779v1_genomic	0	30	1959	0	18	43	0	3	GCA_003217795.1
Diamond et al. 2019	GCA_003220875.1_ASM322087v1_genomic	0	41	2515	1	23	73	1	0	GCA_003220875.1
Diamond et al. 2019	GCA_003222945.1_ASM322294v1_genomic	1	63	4267	0	39	178	0	1	GCA_003222945.1
Diamond et al. 2019	GCA_003218045.1_ASM321804v1_genomic	0	20	2307	0	21	44	0	2	GCA_003218045.1
Diamond et al. 2019	GCA_003219735.1_ASM321973v1_genomic	1	39	1979	0	18	36	0	3	GCA_003219735.1
Diamond et al. 2019	GCA_003220215.1_ASM322021v1_genomic	0	23	3530	0	32	99	0	6	GCA_003220215.1
Diamond et al. 2019	GCA_003222685.1_ASM322268v1_genomic	0	23	3095	0	28	101	0	3	GCA_003222685.1
Diamond et al. 2019	GCA_003222555.1_ASM322255v1_genomic	0	21	4539	0	41	115	0	3	GCA_003222555.1
Diamond et al. 2019	GCA_003222995.1_ASM322299v1_genomic	0	30	3880	0	35	141	1	13	GCA_003222995.1
Diamond et al. 2019	GCA_003224875.1_ASM322487v1_genomic	0	32	4221	1	38	130	0	5	GCA_003224875.1
Diamond et al. 2019	GCA_003222375.1_ASM322237v1_genomic	0	43	3999	0	36	151	2	2	GCA_003222375.1
Diamond et al. 2019	GCA_003219125.1_ASM321912v1_genomic	0	47	3224	0	29	94	0	6	GCA_003219125.1
Diamond et al. 2019	GCA_003218335.1_ASM321833v1_genomic	0	38	3448	0	31	64	0	2	GCA_003218335.1
Diamond et al. 2019	GCA_003218785.1_ASM321878v1_genomic	0	38	3009	0	27	83	0	6	GCA_003218785.1
Diamond et al. 2019	GCA_003222835.1_ASM322283v1_genomic	0	52	5475	0	49	209	0	5	GCA_003222835.1
Diamond et al. 2019	GCA_003219645.1_ASM321964v1_genomic	0	27	2693	0	24	75	0	4	GCA_003219645.1
Diamond et al. 2019	GCA_003219355.1_ASM321935v1_genomic	0	36	2357	0	21	56	0	6	GCA_003219355.1
Diamond et al. 2019	GCA_003219535.1_ASM321953v1_genomic	0	44	3851	0	34	91	0	6	GCA_003219535.1
Diamond et al. 2019	GCA_003218655.1_ASM321865v1_genomic	0	78	5445	0	48	161	1	8	GCA_003218655.1
Diamond et al. 2019	GCA_003218345.1_ASM321834v1_genomic	0	30	2616	0	23	54	0	4	GCA_003218345.1
Diamond et al. 2019	GCA_003223325.1_ASM322332v1_genomic	1	47	6042	0	53	210	1	3	GCA_003223325.1
Diamond et al. 2019	GCA_003222695.1_ASM322269v1_genomic	0	17	4000	0	35	100	0	2	GCA_003222695.1
Diamond et al. 2019	GCA_003222855.1_ASM322285v1_genomic	0	33	4137	0	36	149	1	4	GCA_003222855.1
Diamond et al. 2019	GCA_003225095.1_ASM322509v1_genomic	0	24	4491	0	39	138	0	5	GCA_003225095.1
Diamond et al. 2019	GCA_003223815.1_ASM322381v1_genomic	0	36	5301	0	46	149	0	5	GCA_003223815.1
Diamond et al. 2019	GCA_003219615.1_ASM321961v1_genomic	0	50	4049	0	35	98	0	5	GCA_003219615.1
Diamond et al. 2019	GCA_003222915.1_ASM322291v1_genomic	0	33	3831	0	33	120	1	7	GCA_003222915.1
Diamond et al. 2019	GCA_003223855.1_ASM322385v1_genomic	0	41	6533	0	56	209	0	7	GCA_003223855.1
Diamond et al. 2019	GCA_003219335.1_ASM321933v1_genomic	0	41	4088	0	35	91	0	7	GCA_003219335.1
Diamond et al. 2019	GCA_003219995.1_ASM321999v1_genomic	0	38	2352	0	20	56	0	3	GCA_003219995.1
Diamond et al. 2019	GCA_003225375.1_ASM322537v1_genomic	0	67	8857	1	75	302	1	11	GCA_003225375.1
Diamond et al. 2019	GCA_003225595.1_ASM322559v1_genomic	0	39	5080	0	43	182	0	5	GCA_003225595.1
Diamond et al. 2019	GCA_003222585.1_ASM322258v1_genomic	0	34	5908	0	50	182	1	9	GCA_003222585.1
Diamond et al. 2019	GCA_003223925.1_ASM322392v1_genomic	0	21	3201	0	27	89	1	5	GCA_003223925.1
Diamond et al. 2019	GCA_003220075.1_ASM322007v1_genomic	0	38	2853	0	24	76	0	4	GCA_003220075.1
Diamond et al. 2019	GCA_003219555.1_ASM321955v1_genomic	0	29	2744	0	23	75	0	4	GCA_003219555.1
Diamond et al. 2019	GCA_003223995.1_ASM322399v1_genomic	0	33	2635	1	22	103	0	4	GCA_003223995.1
Diamond et al. 2019	GCA_003222775.1_ASM322277v1_genomic	0	49	6841	0	57	206	1	5	GCA_003222775.1
Diamond et al. 2019	GCA_003218775.1_ASM321877v1_genomic	0	21	2080	0	17	40	0	0	GCA_003218775.1
Diamond et al. 2019	GCA_003222355.1_ASM322235v1_genomic	0	24	2599	0	21	78	1	0	GCA_003222355.1
Diamond et al. 2019	GCA_003222935.1_ASM322293v1_genomic	0	24	4738	0	38	173	1	3	GCA_003222935.1
Diamond et al. 2019	GCA_003219095.1_ASM321909v1_genomic	0	33	2497	0	20	63	0	2	GCA_003219095.1
Diamond et al. 2019	GCA_003223975.1_ASM322397v1_genomic	0	43	3519	0	28	96	0	3	GCA_003223975.1
Diamond et al. 2019	GCA_003223675.1_ASM322367v1_genomic	0	44	5684	0	45	202	0	20	GCA_003223675.1
Diamond et al. 2019	GCA_003218855.1_ASM321885v1_genomic	0	32	2023	0	16	61	0	5	GCA_003218855.1
Diamond et al. 2019	GCA_003219925.1_ASM321992v1_genomic	0	22	2170	0	17	54	0	2	GCA_003219925.1
Diamond et al. 2019	GCA_003218295.1_ASM321829v1_genomic	0	11	4753	0	37	130	0	5	GCA_003218295.1
Diamond et al. 2019	GCA_003219715.1_ASM321971v1_genomic	0	37	3599	0	28	102	0	3	GCA_003219715.1
Diamond et al. 2019	GCA_003223895.1_ASM322389v1_genomic	0	34	6948	0	54	227	1	11	GCA_003223895.1
Diamond et al. 2019	GCA_003221395.1_ASM322139v1_genomic	0	28	2234	0	17	53	0	2	GCA_003221395.1
Diamond et al. 2019	GCA_003219855.1_ASM321985v1_genomic	0	19	1936	0	14	39	0	3	GCA_003219855.1
Diamond et al. 2019	GCA_003219495.1_ASM321949v1_genomic	0	28	2312	0	16	54	0	2	GCA_003219495.1
Diamond et al. 2019	GCA_003218405.1_ASM321840v1_genomic	0	30	4501	0	30	104	0	6	GCA_003218405.1
Diamond et al. 2019	GCA_003222755.1_ASM322275v1_genomic	0	47	6859	0	43	177	1	6	GCA_003222755.1
Diamond et al. 2019	GCA_003219975.1_ASM321997v1_genomic	0	34	2316	0	14	54	0	3	GCA_003219975.1
Diamond et al. 2019	GCA_003218705.1_ASM321870v1_genomic	0	27	1735	0	10	45	0	5	GCA_003218705.1
Diamond et al. 2019	GCA_003223015.1_ASM322301v1_genomic	0	26	2626	0	15	81	0	2	GCA_003223015.1
Yu et al. 2020	GCA_013362385.1_ASM1336238v1_genomic	0	28	2434	0	63	141	1	3	GCA_013362385.1
Yu et al. 2020	GCA_013361885.1_ASM1336188v1_genomic	0	33	2572	0	64	167	2	3	GCA_013361885.1
Yu et al. 2020	GCA_013362485.1_ASM1336248v1_genomic	0	35	4796	4	118	400	4	9	GCA_013362485.1
Yu et al. 2020	GCA_013361965.1_ASM1336196v1_genomic	0	28	4257	4	101	202	3	4	GCA_013361965.1
Yu et al. 2020	GCA_013361545.1_ASM1336154v1_genomic	0	47	4434	2	102	356	6	5	GCA_013361545.1
Yu et al. 2020	GCA_013362905.1_ASM1336290v1_genomic	0	27	2089	0	47	115	0	3	GCA_013362905.1
Yu et al. 2020	GCA_013362845.1_ASM1336284v1_genomic	0	44	7188	0	156	604	2	31	GCA_013362845.1
